App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
DS video,VIDEO_PLAYERS,3.8,12443,Varies with device,"1,000,000+",Free,0,Everyone,Video Players & Editors,"August 6, 2018",Varies with device,Varies with device
BX Thailand - Crypto Tracking & Analyse Bitcoin,FINANCE,,2,34M,100+,Free,0,Everyone,Finance,"March 10, 2018",1.7,4.0.3 and up
Little Teddy Bear Colouring Book Game,ART_AND_DESIGN,4.2,85,8.0M,"100,000+",Free,0,Everyone,Art & Design,"December 17, 2017",2.0.0,4.1 and up
Alfa-Bank (Alfa-Bank),FINANCE,4.0,44545,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
Guess the Class 🔥 AQW,GAME,4.7,57,12M,"1,000+",Free,0,Everyone,Word,"November 1, 2017",1.0.0,4.1 and up
Toca Kitchen 2,FAMILY,4.5,1014846,56M,"50,000,000+",Free,0,Everyone,Educational;Pretend Play,"June 29, 2017",1.2.3-play,4.1 and up
FC Zenit official Android app,SPORTS,4.5,5675,49M,"100,000+",Free,0,Everyone,Sports,"April 18, 2018",3.0.10,4.1 and up
SUBWAY®,FOOD_AND_DRINK,3.8,21381,41M,"1,000,000+",Free,0,Everyone,Food & Drink,"July 24, 2018",7.9.0.0,4.4 and up
KeePass DX,TOOLS,,0,Varies with device,"5,000+",Free,0,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device
Tour BD (Bahir Dar Map),MAPS_AND_NAVIGATION,4.9,49,3.9M,100+,Free,0,Everyone,Maps & Navigation,"October 16, 2017",2.0,4.2 and up
Shadow Fight 2 Special Edition,GAME,4.5,10440,86M,"50,000+",Paid,$4.99,Teen,Action,"May 30, 2018",1.0.3,4.1 and up
PIP Selfie Camera Photo Editor,PHOTOGRAPHY,4.4,156322,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"February 1, 2018",Varies with device,Varies with device
RT 516 VET,MEDICAL,,0,29M,10+,Free,0,Everyone,Medical,"July 13, 2018",300000.1.11,4.0.3 and up
Microsoft News,NEWS_AND_MAGAZINES,4.2,31504,31M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"July 30, 2018",18.201.01,5.0 and up
Add Text To Photo,PHOTOGRAPHY,4.1,21578,1.6M,"1,000,000+",Free,0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up
Gboard - the Google Keyboard,TOOLS,4.2,1855262,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device
BH Açaí,FOOD_AND_DRINK,,3,4.7M,100+,Free,0,Everyone,Food & Drink,"May 29, 2018",7.0 RELEASE,4.0.3 and up
Tophatter - 90 Second Auctions,SHOPPING,4.3,105773,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"August 5, 2018",Varies with device,4.4 and up
Shortcuts for After Effects,FAMILY,3.7,464,1.9M,"50,000+",Free,0,Everyone,Education,"August 9, 2014",1.0,2.3 and up
Camera FV-5,PHOTOGRAPHY,3.8,16320,Varies with device,"100,000+",Paid,$3.95,Everyone,Photography,"November 10, 2017",Varies with device,Varies with device
Compass,MAPS_AND_NAVIGATION,4.3,286454,3.7M,"10,000,000+",Free,0,Everyone,Maps & Navigation,"August 9, 2016",2.1.2,2.3 and up
"Youboox - Livres, BD et magazines",BOOKS_AND_REFERENCE,3.7,4071,Varies with device,"500,000+",Free,0,Teen,Books & Reference,"April 3, 2018",Varies with device,Varies with device
Simple x3DS Emulator - BETA,GAME,,0,Varies with device,"50,000+",Free,0,Everyone,Arcade,"June 13, 2018",Varies with device,Varies with device
Hungry Shark Evolution,GAME,4.5,6074334,100M,"100,000,000+",Free,0,Teen,Arcade,"July 25, 2018",6.0.0,4.1 and up
AZ Mobile Gizmo,BUSINESS,4.4,16,3.7M,"1,000+",Free,0,Everyone,Business,"April 2, 2018",3.4.4,4.2 and up
Kids Mode,EDUCATION,3.8,2469,11M,"500,000+",Free,0,Everyone,Education,"March 23, 2018",Varies with device,Varies with device
NBC Sports Gold,SPORTS,2.9,3017,24M,"100,000+",Free,0,Everyone,Sports,"July 2, 2018",3.7,4.1 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018",2.0.8,4.4 and up
T-Mobile Tuesdays,LIFESTYLE,4.0,53144,21M,"5,000,000+",Free,0,Everyone,Lifestyle,"July 13, 2018",4.8.0,5.0 and up
CT Scan Cross Sectional Anatomy,MEDICAL,4.3,10,46M,100+,Free,0,Everyone,Medical,"July 19, 2018",5.0.16,4.1 and up
The House of Da Vinci,FAMILY,4.8,12400,Varies with device,"100,000+",Paid,$4.99,Everyone,Puzzle,"June 14, 2018",1.0.4,4.1 and up
Truck Transport Raw Material,FAMILY,4.2,632,50M,"100,000+",Free,0,Everyone,Simulation,"July 20, 2018",1.4,4.1 and up
LOVOO,SOCIAL,4.0,852455,68M,"10,000,000+",Free,0,Mature 17+,Social,"August 3, 2018",27.0,4.2 and up
mobileRx Pharmacy,MEDICAL,2.5,124,43M,"10,000+",Free,0,Everyone,Medical,"January 13, 2017",3.0.2,3.0 and up
Pin-fo,FAMILY,4.6,19,1.6M,500+,Free,0,Everyone,Entertainment,"August 15, 2016",3rd Release Aug 2016,2.2 and up
LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3.0M,"1,000+",Paid,$2.49,Everyone,Sports,"August 2, 2018",3.9.1,5.0 and up
"AG Contacts, Lite edition",COMMUNICATION,4.5,185,3.7M,"5,000+",Free,0,Everyone,Communication,"May 18, 2018",8.05.18.14250,4.0.3 and up
Leghe Fantagazzetta,SPORTS,4.1,79464,27M,"1,000,000+",Free,0,Everyone,Sports,"August 6, 2018",5.0.8,4.4 and up
BG LINKED (BGLINKED),SOCIAL,4.7,22,11M,"1,000+",Free,0,Everyone,Social,"January 19, 2018",v2.0.02_prod,4.1 and up
No.Draw - Colors by Number 2018,ENTERTAINMENT,4.5,235496,13M,"10,000,000+",Free,0,Everyone,Entertainment;Brain Games,"July 29, 2018",1.2.0,4.1 and up
Text Free: WiFi Calling App,SOCIAL,4.2,83488,Varies with device,"5,000,000+",Free,0,Everyone,Social,"July 24, 2018",Varies with device,Varies with device
Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4M,"50,000+",Free,0,Teen,Lifestyle,"July 27, 2017",3.1.0,4.1 and up
Garena Free Fire,GAME,4.5,5476569,53M,"100,000,000+",Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
Avokiddo Emotions,FAMILY,4.6,73,12M,"1,000+",Paid,$2.99,Everyone,Education;Pretend Play,"May 21, 2018",1.7.0,4.0.3 and up
English Bite,FAMILY,3.5,268,9.8M,"10,000+",Free,0,Everyone,Education,"January 25, 2016",1.3.0,4.0 and up
Classical music for baby,PARENTING,4.8,1940,38M,"100,000+",Free,0,Everyone,Parenting;Music & Video,"July 18, 2018",1.04,4.2 and up
Bridge-C - Get More Storage,TOOLS,2.0,24,35M,"1,000+",Free,0,Everyone,Tools,"December 29, 2017",1.7,6.0 and up
BT App,NEWS_AND_MAGAZINES,,24,14M,"1,000+",Free,0,Everyone,News & Magazines,"July 19, 2018",1.0.124,4.2 and up
I am Rich Person,LIFESTYLE,4.2,134,1.8M,"1,000+",Paid,$37.99,Everyone,Lifestyle,"July 18, 2017",1.0,4.0.3 and up
Ag Valley Cooperative,BUSINESS,5.0,6,74M,500+,Free,0,Everyone,Business,"June 26, 2017",2.3,4.0 and up
myAT&T,PRODUCTIVITY,3.7,80816,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"July 18, 2018",Varies with device,5.0 and up
White Classic Petite Watch Theme for DW,LIFESTYLE,,2,3.0M,500+,Free,0,Everyone,Lifestyle,"July 24, 2018",1.1.1,4.0 and up
Eb & flow Yoga Studio,HEALTH_AND_FITNESS,,0,7.3M,10+,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
Learn To Draw Glow Flower,FAMILY,4.4,7320,10M,"1,000,000+",Free,0,Everyone,Entertainment;Education,"July 7, 2017",1.0.1,4.0.3 and up
Darkness Rises,FAMILY,4.7,456474,86M,"5,000,000+",Free,0,Teen,Role Playing,"July 24, 2018",1.2.0,4.4 and up
Babbel – Learn Languages,FAMILY,4.3,267787,21M,"10,000,000+",Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up
"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135418,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",Varies with device,Varies with device
F & M Mobile Banking,FINANCE,4.0,43,13M,"5,000+",Free,0,Everyone,Finance,"February 20, 2018",4.5.0,4.0 and up
Apps Ads Detector,TOOLS,3.5,315,8.3M,"100,000+",Free,0,Everyone,Tools,"February 19, 2018",25,4.0.3 and up
Tenh Ey,SHOPPING,,0,4.5M,10+,Free,0,Everyone,Shopping,"March 31, 2017",1.0.1,4.4 and up
Live Golf Scores - US & European Golf,SPORTS,4.2,798,4.7M,"50,000+",Free,0,Everyone 10+,Sports,"August 1, 2018",3.5,4.0 and up
Flashlight Ultimate,TOOLS,4.6,16936,5.0M,"1,000,000+",Free,0,Everyone,Tools,"January 25, 2018",2.94,4.0 and up
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device
EC - Encumbrance Search - telangana state,BUSINESS,3.4,45,5.5M,"10,000+",Free,0,Everyone,Business,"June 18, 2017",1.0,2.3 and up
Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,,1,13M,50+,Free,0,Everyone,Arcade,"May 31, 2018",1.0.0,4.0 and up
PROFESSOR SEE-BA LINGUAGENS E SUAS TECNOLOGIAS,PRODUCTIVITY,,0,3.7M,10+,Paid,$2.99,Everyone,Productivity,"December 1, 2017",1.0,4.0 and up
payermonstationnement.fr,MAPS_AND_NAVIGATION,,38,9.8M,"5,000+",Free,0,Everyone,Maps & Navigation,"June 13, 2018",2.0.148.0,4.0 and up
"Mint: Budget, Bills, Finance",FINANCE,4.3,129304,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"August 2, 2018",Varies with device,Varies with device
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 26, 2018",4.38.176,4.4 and up
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"May 4, 2018",2.10.06,5.0 and up
Netflix,ENTERTAINMENT,4.4,5456708,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,"July 31, 2018",Varies with device,Varies with device
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up
"Bleacher Report: sports news, scores, & highlights",SPORTS,4.4,122283,Varies with device,"5,000,000+",Free,0,Everyone 10+,Sports,"July 20, 2018",Varies with device,Varies with device
Listen and learn English in seven days,EDUCATION,4.3,1516,3.9M,"100,000+",Free,0,Everyone,Education,"July 28, 2018",3.1,4.1 and up
News24,NEWS_AND_MAGAZINES,4.1,30693,Varies with device,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"August 1, 2018",Varies with device,Varies with device
AK Phone,COMMUNICATION,4.4,9,4.2M,"5,000+",Free,0,Everyone,Communication,"May 29, 2017",3.8.8,2.2 and up
Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,,17,3.7M,"5,000+",Free,0,Everyone,Lifestyle,"September 5, 2017",1.1,4.0 and up
BxPort - Bitcoin Bx (Thailand),FINANCE,5.0,4,4.1M,50+,Free,0,Everyone,Finance,"July 14, 2018",1.0.4,4.2 and up
OBJECTIFINFOS.CD,NEWS_AND_MAGAZINES,,2,4.2M,50+,Free,0,Everyone,News & Magazines,"May 23, 2018",1.1,4.1 and up
"News-Journal-Daytona Beach, FL",NEWS_AND_MAGAZINES,4.5,76,7.8M,"5,000+",Free,0,Everyone,News & Magazines,"July 3, 2018",5.0,4.4 and up
EG Groups,EVENTS,,0,1.1M,10+,Free,0,Everyone,Events,"October 15, 2017",1.0.0,4.0 and up
Shred! Downhill Mountainbiking,GAME,3.9,41683,63M,"1,000,000+",Free,0,Everyone,Arcade,"February 2, 2017",1.67,2.3 and up
FD Fitness,HEALTH_AND_FITNESS,,3,21M,50+,Free,0,Everyone,Health & Fitness,"July 4, 2018",6.3.1,4.0.3 and up
Block Gun 3D: Call of Destiny,GAME,3.7,31883,20M,"1,000,000+",Free,0,Teen,Action,"March 23, 2017",1.4.3,2.3 and up
Miami crime simulator,GAME,4.0,254518,100M,"10,000,000+",Free,0,Mature 17+,Action,"July 9, 2018",2.0,4.0 and up
OkCupid Dating,DATING,4.1,285726,15M,"10,000,000+",Free,0,Mature 17+,Dating,"July 30, 2018",11.10.1,4.1 and up
Miller's Bar B-Q,FOOD_AND_DRINK,,0,12M,50+,Free,0,Everyone,Food & Drink,"November 30, 2016",2.6.003,4.0 and up
Resume Builder / CV Maker & Templates,BUSINESS,4.4,25,7.9M,"5,000+",Free,0,Everyone,Business,"January 19, 2018",1.0.3,4.0.3 and up
📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,4.0,19,3.2M,"10,000+",Free,0,Everyone,Tools,"October 21, 2017",1.0,4.2 and up
BG Monitor Diabetes,MEDICAL,4.4,643,2.8M,"10,000+",Free,0,Everyone,Medical,"April 23, 2017",8.0.1,4.4 and up
Fart sound pranks,FAMILY,3.8,283823,Varies with device,"50,000,000+",Free,0,Everyone 10+,Casual,"November 23, 2016",Varies with device,Varies with device
La Fe de Jesús,BOOKS_AND_REFERENCE,,10,2.9M,500+,Free,0,Everyone,Books & Reference,"August 23, 2017",1,4.0.3 and up
V for Vampire - Free,FAMILY,4.3,2772,35M,"500,000+",Free,0,Teen,Puzzle,"September 20, 2014",1.0.1,2.1 and up
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,PERSONALIZATION,4.2,115773,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up
Beautiful Widgets Free,PERSONALIZATION,3.9,25035,14M,"1,000,000+",Free,0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up
FRONTLINE COMMANDO,GAME,4.4,1351833,12M,"10,000,000+",Free,0,Teen,Action,"October 28, 2013",3.0.3,2.1 and up
Rock n Roll Music Quiz Game,GAME,3.7,80,7.6M,"10,000+",Free,0,Everyone,Trivia,"June 6, 2018",5.0,4.1 and up
Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870,7.4M,"1,000,000+",Free,0,Everyone,Finance,"July 24, 2018",2.9.5,4.0.3 and up
trivago: Hotels & Travel,TRAVEL_AND_LOCAL,4.2,219848,Varies with device,"50,000,000+",Free,0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device
DS-L4 Viewer,PHOTOGRAPHY,3.5,13,7.9M,"1,000+",Free,0,Everyone,Photography,"January 29, 2018",1.2.0.9,5.0 and up
Solo Locker (DIY Locker),TOOLS,4.5,474439,7.9M,"10,000,000+",Free,0,Everyone,Tools,"June 26, 2018",6.1.7.5,4.2 and up
Weather From DMI/YR,WEATHER,4.3,2143,Varies with device,"100,000+",Free,0,Everyone,Weather,"July 31, 2018",Varies with device,Varies with device
Ruler,HOUSE_AND_HOME,4.7,126,1.9M,"10,000+",Free,0,Everyone,House & Home,"August 21, 2017",1.0,4.0 and up
My Dy Dice - 3D Dice Roller,LIFESTYLE,4.2,9,22M,100+,Free,0,Everyone,Lifestyle,"September 20, 2016",1.01,4.1 and up
Emerge EV App (eBike App),LIFESTYLE,3.0,26,Varies with device,"1,000+",Free,0,Everyone,Lifestyle,"May 15, 2018",Varies with device,6.0 and up
Verify - Receipts & Expenses,BUSINESS,4.5,413,29M,"10,000+",Free,0,Everyone,Business,"July 25, 2018",2.0.19,5.0 and up
Renesas PMA,MEDICAL,,0,6.6M,5+,Free,0,Everyone,Medical,"July 18, 2018",1.2.9,4.4 and up
CX-40,FAMILY,3.0,2,33M,100+,Free,0,Everyone,Entertainment,"December 14, 2017",3.0,4.0 and up
Genius Scan - PDF Scanner,BUSINESS,4.4,42492,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 11, 2018",Varies with device,Varies with device
Kariyer.net,BUSINESS,3.9,45964,16M,"1,000,000+",Free,0,Everyone,Business,"July 18, 2018",5.1.5,4.1 and up
AU Mobile Indonesia,GAME,3.6,16521,23M,"1,000,000+",Free,0,Everyone,Music,"May 9, 2018",1.8.0502,2.3 and up
8 Ball Pool,GAME,4.5,14198602,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up
We're Working Out - Al Kavadlo,HEALTH_AND_FITNESS,4.3,979,Varies with device,"50,000+",Free,0,Everyone,Health & Fitness,"December 24, 2017",Varies with device,Varies with device
Five Nights at Freddy's 4 Demo,GAME,4.4,889425,45M,"10,000,000+",Free,0,Teen,Action,"July 26, 2015",1.1,2.3 and up
Ah !,FAMILY,,3,22M,50+,Free,0,Everyone,Entertainment,"December 27, 2017",1.1.2,5.0 and up
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up
Antivirus & Mobile Security,TOOLS,4.6,351267,5.0M,"10,000,000+",Free,0,Everyone,Tools,"February 9, 2018",3.1.0,4.0 and up
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",Free,0,Mature 17+,Dating,"July 29, 2018",1.4.0,4.4 and up
Free Florida DMV Test 2018,FAMILY,4.1,665,5.3M,"50,000+",Free,0,Everyone,Education,"May 24, 2018",8.1,4.0.3 and up
DZ Mobile Market,SHOPPING,,59,6.0M,"10,000+",Free,0,Everyone,Shopping,"February 1, 2018",1.0.3-DzMobile,4.0.3 and up
DL Image Manager,PRODUCTIVITY,5.0,2,1.7M,10+,Paid,$0.99,Everyone,Productivity,"July 29, 2018",1.0.5,4.0 and up
Amazing Fart Sounds,FAMILY,4.0,28136,Varies with device,"5,000,000+",Free,0,Everyone,Casual,"August 24, 2017",Varies with device,Varies with device
Wish - Shopping Made Fun,SHOPPING,4.5,6200739,15M,"100,000,000+",Free,0,Everyone,Shopping,"August 3, 2018",4.20.5,4.1 and up
My College Bookstore,SHOPPING,3.2,661,7.6M,"100,000+",Free,0,Everyone,Shopping,"March 19, 2018",3.0.2,4.1 and up
EF Parеnts,FAMILY,4.1,435,17M,"50,000+",Free,0,Everyone,Education,"June 21, 2018",3.1.0,4.1 and up
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45M,"5,000,000+",Free,0,Everyone,Racing,"July 12, 2018",1.2.1,4.1 and up
Garena Free Fire,GAME,4.5,5465624,53M,"100,000,000+",Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
Train Racing Games 3D 2 Player,GAME,4.3,192374,56M,"10,000,000+",Free,0,Everyone,Racing,"January 9, 2018",Varies with device,5.0 and up
PlayTexas Hold'em Poker Free,GAME,3.8,3543,Varies with device,"1,000,000+",Free,0,Teen,Card,"March 10, 2018",Varies with device,Varies with device
Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54M,"500,000+",Free,0,Everyone 10+,Arcade;Action & Adventure,"August 2, 2018",1.1.23,4.0.3 and up
Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,18M,"5,000,000+",Free,0,Everyone,Maps & Navigation,"July 9, 2018",3.1.0,4.0 and up
FE IP,TOOLS,,3,12M,"1,000+",Free,0,Everyone,Tools,"October 27, 2017",1.51,3.0 and up
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up
Financial Calculator Pro EF,FINANCE,4.3,634,2.0M,"50,000+",Free,0,Everyone,Finance,"October 4, 2013",2.1.0.9,2.1 and up
Video Editor,FAMILY,4.1,159619,23M,"5,000,000+",Free,0,Everyone,Video Players & Editors;Creativity,"July 17, 2018",6.14.091,4.3 and up
Viber Messenger,COMMUNICATION,4.3,11335481,Varies with device,"500,000,000+",Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
Grand Theft Auto: San Andreas,GAME,4.4,348962,26M,"1,000,000+",Paid,$6.99,Mature 17+,Action,"March 21, 2015",1.08,3.0 and up
DS-Students,FAMILY,4.8,5,8.4M,100+,Free,0,Everyone,Education,"July 3, 2018",2.0,4.1 and up
Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5M,"10,000,000+",Free,0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up
"Speed Booster - Ram, Battery & Game Speed Booster",TOOLS,4.7,85079,2.8M,"1,000,000+",Free,0,Everyone,Tools,"July 17, 2018",1.0.4,2.3 and up
All Football - Latest News & Videos,SPORTS,4.6,152867,17M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up
Free Wi-fi HotspoT,COMMUNICATION,4.1,382,2.3M,"50,000+",Free,0,Everyone,Communication,"July 20, 2018",2.5,4.0 and up
RadRevision: Anatomy on CT,MEDICAL,3.8,568,42M,"50,000+",Free,0,Everyone,Medical,"January 22, 2014",1.2,4.0 and up
Alumni BJ,SOCIAL,,2,5.4M,100+,Free,0,Everyone,Social,"November 8, 2017",1.0,4.1 and up
K-Chiing VPN (Free),TOOLS,3.7,43,10M,"5,000+",Free,0,Mature 17+,Tools,"July 24, 2018",2.1.2,4.1 and up
Sanu Ek Pal Chain - Raid,TOOLS,,1,2.6M,500+,Free,0,Everyone,Tools,"May 12, 2018",2.0,4.4W and up
Roman Clock AW-7,TOOLS,4.4,52,3.0M,"5,000+",Free,0,Everyone,Tools,"March 17, 2018",2.0,4.3 and up
Banking Calculator,FINANCE,4.5,3704,4.6M,"100,000+",Free,0,Everyone,Finance,"March 20, 2018",34,2.3 and up
Bus Rush: Subway Edition,GAME,4.1,753043,57M,"100,000,000+",Free,0,Teen,Action,"August 1, 2018",1.15.2,4.0.3 and up
The List,NEWS_AND_MAGAZINES,3.5,66,12M,"10,000+",Free,0,Everyone,News & Magazines,"June 1, 2017",6.11,4.1 and up
Dude Perfect 2,GAME,4.5,401648,70M,"10,000,000+",Free,0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up
Hello Kitty Lunchbox,FAMILY,4.2,51838,15M,"5,000,000+",Free,0,Everyone,Casual;Creativity,"November 21, 2017",1.6,4.1 and up
MX Player,VIDEO_PLAYERS,4.5,6474426,Varies with device,"500,000,000+",Free,0,Everyone,Video Players & Editors,"August 6, 2018",Varies with device,Varies with device
DC Metro,MAPS_AND_NAVIGATION,3.4,59,1.3M,"10,000+",Free,0,Everyone,Maps & Navigation,"January 26, 2015",1.0,1.5 and up
Rolling Sky,GAME,4.5,1117212,50M,"50,000,000+",Free,0,Everyone,Board,"August 3, 2018",Varies with device,4.0.3 and up
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up
"The FN ""Baby"" pistol explained",BOOKS_AND_REFERENCE,,1,8.8M,10+,Paid,$5.99,Everyone,Books & Reference,"September 6, 2015",Android 3.0 - 2015,1.6 and up
Anthem Anywhere,MEDICAL,2.7,2657,24M,"500,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
"9GAG: Funny Gifs, Pics, Memes & Videos for IGTV",FAMILY,4.6,1450632,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device
Treadmill Workouts Free (P),HEALTH_AND_FITNESS,3.3,10,3.3M,"1,000+",Free,0,Everyone,Health & Fitness,"April 5, 2018",1.8 P,4.4 and up
Galaxy Gift,LIFESTYLE,4.4,95557,16M,"10,000,000+",Free,0,Everyone,Lifestyle,"July 23, 2018",7.0.8,4.0.3 and up
Nursing Central,MEDICAL,4.3,168,5.8M,"10,000+",Free,0,Everyone,Medical,"January 29, 2018",2.7.38,4.1 and up
Tie - Always be happy,BEAUTY,4.7,964,9.0M,"50,000+",Free,0,Everyone,Beauty,"June 21, 2018",4.0,4.2 and up
BatControl Pro,TOOLS,4.9,83,3.1M,500+,Paid,$3.99,Everyone,Tools,"June 1, 2018",2.0.0,5.0 and up
CG Shikshak,FAMILY,4.4,211,6.8M,"10,000+",Free,0,Everyone,Education,"July 5, 2016",2.0,4.0.3 and up
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,7.2M,"1,000,000+",Free,0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up
Modern Combat 5: eSports FPS,GAME,4.3,2903386,58M,"100,000,000+",Free,0,Mature 17+,Action,"July 24, 2018",3.2.1c,4.0 and up
Call of Duty®: Heroes,GAME,4.4,1604146,57M,"10,000,000+",Free,0,Teen,Action,"June 27, 2018",4.8.0,4.1 and up
Axe Spinner,FAMILY,3.0,2,Varies with device,10+,Free,0,Everyone,Casual,"January 4, 2018",1.0.0,4.1 and up
DS Companion,HEALTH_AND_FITNESS,,0,4.6M,50+,Free,0,Everyone,Health & Fitness,"November 3, 2017",1.7,4.4 and up
Train driving simulator,FAMILY,3.8,91645,36M,"10,000,000+",Free,0,Teen,Simulation,"May 8, 2018",1.94,4.1 and up
Skyscanner,TRAVEL_AND_LOCAL,4.5,481546,29M,"10,000,000+",Free,0,Everyone,Travel & Local,"August 6, 2018",5.48,4.4 and up
FP FCU,FINANCE,3.6,48,26M,"5,000+",Free,0,Everyone,Finance,"April 5, 2018",4.6.71,4.0.3 and up
BL Flowers Digital,SHOPPING,5.0,21,2.5M,100+,Free,0,Everyone,Shopping,"October 31, 2017",1.6,4.2 and up
Zepp Golf Swing Analyzer,SPORTS,4.4,2020,84M,"100,000+",Free,0,Everyone,Sports,"May 24, 2018",4.4.0,5.0 and up
FJ-link,TOOLS,,1,20M,10+,Free,0,Everyone,Tools,"January 3, 2018",1.1.2,4.1 and up
Current debit card and app made for teens,FINANCE,4.3,685,21M,"50,000+",Free,0,Everyone,Finance,"August 3, 2018",3.0.22,4.4 and up
